Dam_Name,ShortID,NID,GRanD_ID,IsSite,IsUSBR,IsUSACE,IsGRanD,State,OwnerTypes,PrimaryPur,IsRiverMth,delta,IsLock,yrc,yrr,yrc_source,MaxStor_m3,StorSource,Dam_Len_m,DamH_m,Longitude,Latitude,COMID,Hydroseq,DivDASqKM,Moved,FromDam,ToDam,flag,flagTerm,flagHW,countryOut,SiteTag,GRanDTag,RiverTag,DeltaTag
Elk Bayou,289369.0,CA00899,,0.0,0.0,0.0,0.0,California,Local Government,Other,0.0,0.0,0.0,1903.0,,NID,74008.8,NID,31.6992,4.8768,-119.330062982,36.1441125473,17154946,10008509.0,592.8417,0.0,,,"[2, 9]",1,1,0,0,0,0,0
Pardee,917.0,CA00164,190.0,1.0,0.0,0.0,1.0,California,Public Utility,Water Supply,0.0,0.0,0.0,1929.0,0.0,CA_Minear,259031220.0,CA_Minear,407.5176,107.2896,-120.850056717,38.2572495405,17058392,10008515.0,1490.7663,1.0,"[np.float64(289534.0), np.float64(289934.0)]",36931.0,[0],0,0,42,0,36931,-2,0
Pine Flat Dam,1209.0,CA10112,600.0,1.0,0.0,1.0,1.0,California,Federal,Flood Risk Reduction,0.0,0.0,0.0,1954.0,0.0,USACE,1250008632.0,USACE,560.832,134.112,-119.325508183,36.8322484451,17149780,10008561.0,3999.0726,1.0,"[np.float64(289235.0), np.float64(1239.0), np.float64(288949.0)]",288924.0,[0],0,0,0,0,0,0,0
Don Pedro Main,31851.0,CA00281,210.0,1.0,0.0,0.0,1.0,California,Public Utility,Hydroelectric,0.0,0.0,0.0,1923.0,0.0,"RESSED, https://water.usgs.gov/osw/ressed/",356475720.0,"RESSED, https://water.usgs.gov/osw/ressed/",579.12,178.308,-120.421588025,37.7009941748,17080371,10008669.0,3970.656,1.0,"[np.float64(289585.0), np.float64(289190.0), np.float64(288827.0), np.float64(288990.0), np.float64(36905.0), np.float64(36909.0), np.float64(288826.0)]",288917.0,[0],0,0,42,0,0,-2,0
Harry L. Englebright Dam,37879.0,CA10105,168.0,1.0,0.0,1.0,1.0,California,Federal,Debris Control,0.0,0.0,0.0,1940.0,0.0,USACE,86000000.0,USACE,348.0816,85.344,-121.268991125,39.239790384,8062553,10008686.0,2870.7741,1.0,"[np.float64(289101.0), np.float64(289601.0), np.float64(288963.0), np.float64(289100.0), np.float64(289936.0), np.float64(288972.0), np.float64(288971.0), np.float64(288977.0), np.float64(289344.0), np.float64(289097.0), np.float64(289343.0), np.float64(36972.0), np.float64(37049.0), np.float64(289342.0), np.float64(31847.0)]",-1.0,[0],0,0,42,0,0,-1,0
Lost River Diversion Dam,187062.0,OR00586,,0.0,1.0,0.0,0.0,Oregon,Federal,Irrigation,0.0,0.0,0.0,1912.0,,USBR,2837008.0,USBR,205.74,12.8016,-121.672929948,42.1428771176,2552245,10008750.0,1.296,1.0,,274758.0,"[0, 9]",0,1,42,274759,37025,-31,0
Rock Creek,288944.0,CA00330,,0.0,0.0,0.0,0.0,California,Private,Hydroelectric,0.0,0.0,0.0,1950.0,,NID,5427312.0,NID,172.8216,38.4048,-121.283241922,39.9867716713,948020224,10008817.0,4582.8108,0.0,"[np.float64(289092.0), np.float64(289091.0), np.float64(289920.0), np.float64(36855.0), np.float64(289006.0)]",288943.0,[0],0,0,42,0,84534,-1,0
Kerckhoff,288952.0,CA00340,,0.0,0.0,0.0,0.0,California,Private,Hydroelectric,0.0,0.0,0.0,1920.0,,NID,5244756.96,NID,154.5336,34.7472,-119.525485781,37.1282013465,17116399,10008840.0,3761.3565,0.0,"[np.float64(288950.0), np.float64(288954.0), np.float64(37103.0)]",37905.0,[0],0,0,42,0,37905,-2,0
Big Creek Dam No. 7,37103.0,CA00440,589.0,0.0,0.0,0.0,1.0,California,Private,Hydroelectric,0.0,0.0,0.0,1951.0,,NID,43171800.0,NID,266.7,76.2,-119.451295785,37.1449407079,17115703,10009318.0,3358.0989,0.0,"[np.float64(37100.0), np.float64(289020.0)]",288952.0,[0],0,0,42,0,37905,-2,0
Beardsley Afterbay,288908.0,CA00266,,0.0,0.0,0.0,0.0,California,Public Utility,Hydroelectric,0.0,0.0,0.0,1958.0,,NID,437885.4,NID,73.152,10.0584,-120.090263402,38.1960000003,345067,10009478.0,809.9343,0.0,[np.float64(36985.0)],37942.0,[0],0,0,42,0,37942,-2,0
Mcbrien,289035.0,CA00459,,0.0,0.0,0.0,0.0,California,Private,Other,0.0,0.0,0.0,1880.0,,NID,1233480.0,NID,22.5552,3.6576,-120.697669626,41.457353393,7927583,10009595.0,2822.4666,0.0,"[np.float64(289064.0), np.float64(289857.0), np.float64(289603.0), np.float64(289389.0), np.float64(289063.0), np.float64(289906.0), np.float64(289902.0), np.float64(289044.0), np.float64(289045.0), np.float64(289391.0), np.float64(289042.0), np.float64(289047.0), np.float64(289386.0), np.float64(289059.0), np.float64(36964.0), np.float64(289058.0), np.float64(289856.0), np.float64(37007.0)]",289060.0,[0],0,0,42,0,84192,-1,0
Santa Felicia,31870.0,CA00805,625.0,1.0,0.0,0.0,1.0,California,Local Government,Water Supply,0.0,0.0,0.0,1955.0,0.0,CA_Minear,124828378.0,CA_Minear,388.62,64.9224,-118.753713198,34.4613009589,17575779,10009760.0,1083.3372,1.0,[np.float64(36862.0)],,[10],1,0,42,0,0,0,0
Beardsley,36985.0,CA00263,192.0,0.0,0.0,0.0,1.0,California,Public Utility,Hydroelectric,0.0,0.0,0.0,1957.0,,NID,120634344.0,NID,304.8,86.5632,-120.07436031,38.2035865043,345059,10009801.0,794.5506,0.0,"[np.float64(289562.0), np.float64(36986.0)]",288908.0,[0],0,0,42,0,37942,-2,0
North Fork Dam,289837.0,CA10110,,0.0,0.0,0.0,0.0,California,Federal,Debris Control,0.0,0.0,0.0,1939.0,,NID,23818498.8,NID,188.976,47.244,-121.024682755,38.9365832506,14996611,10009840.0,886.9338,0.0,"[np.float64(289430.0), np.float64(289099.0), np.float64(37052.0), np.float64(289791.0)]",31836.0,[0],0,0,42,31836,31836,-1,0
Electra Afterbay,289934.0,CA10426,,0.0,0.0,0.0,0.0,California,Private,Hydroelectric,0.0,0.0,0.0,1948.0,,NID,61674.0,NID,97.2312,9.144,-120.675209238,38.3304482577,17057486,10009902.0,1395.72,0.0,"[np.float64(288929.0), np.float64(289004.0)]",917.0,[0],0,0,42,917,917,-2,0
San Antonio,37402.0,CA00813,230.0,0.0,0.0,0.0,1.0,California,Public Utility,Flood Risk Reduction,0.0,0.0,0.0,1965.0,,NID,431718000.0,NID,436.7784,61.5696,-120.885743923,35.7991262591,8212925,10009922.0,837.0711,0.0,"[np.float64(289847.0), np.float64(289845.0), np.float64(289846.0)]",289790.0,[0],0,0,42,0,0,0,0
Stony Gorge Dam,1217.0,CA10194,146.0,1.0,1.0,0.0,1.0,California,Federal,Water Supply,0.0,0.0,0.0,1928.0,0.0,USBR,61920696.0,USBR,264.5664,42.3672,-122.532368039,39.5858772322,7993201,10009926.0,780.7707,1.0,"[np.float64(126956.0), np.float64(1214.0)]",31856.0,[0],0,0,42,31856,31856,-1,0
Granlees,289146.0,CA00599,,0.0,0.0,0.0,0.0,California,Private,Other,0.0,0.0,0.0,1921.0,,NID,92511.0,NID,110.9472,5.1816,-121.065134044,38.4963213161,3951199,10009928.0,1399.9698,1.0,"[np.float64(289507.0), np.float64(289590.0), np.float64(289494.0), np.float64(289377.0), np.float64(289160.0), np.float64(289156.0), np.float64(120863.0), np.float64(84763.0)]",-2.0,[0],0,0,42,0,0,-2,0
Big Creek Dam No. 6,289020.0,CA00432,,0.0,0.0,0.0,0.0,California,Private,Hydroelectric,0.0,0.0,0.0,1923.0,,NID,2128986.48,NID,150.876,47.244,-119.330038652,37.2075162201,17116559,10010028.0,3097.5345,0.0,"[np.float64(289019.0), np.float64(37105.0)]",37103.0,[0],0,0,42,0,37103,-2,0
Lee Lake,289272.0,CA00766,,0.0,0.0,0.0,0.0,California,Public Utility,Water Supply,0.0,0.0,0.0,1893.0,,NID,1356828.0,NID,158.496,14.3256,-117.445065528,33.7495154143,22563342,10010069.0,2003.7708,0.0,[np.float64(37362.0)],1202.0,[0],0,0,42,1202,0,0,0
Pleasant Valley,288817.0,CA00098,,0.0,0.0,0.0,0.0,California,Local Government,Other,0.0,0.0,0.0,1957.0,,NID,4718061.0,NID,161.544,26.5176,-118.524568773,37.414699906,20277907,10010074.0,1441.7073,0.0,[np.float64(288814.0)],36880.0,[0],0,0,0,0,36880,0,0
Bravo Lake Reservoir,289526.0,CA01098,,0.0,0.0,0.0,0.0,California,Private,Water Supply,0.0,0.0,0.0,1980.0,,NID,4227135.96,NID,542.544,7.3152,-119.097824392,36.4041296768,17159340,10010149.0,12.6738,0.0,,,"[2, 9]",1,1,0,0,0,0,0
Mckays Point Diversion,289637.0,CA01257,,0.0,0.0,0.0,0.0,California,Public Utility,Hydroelectric,0.0,0.0,0.0,1989.0,,NID,3614096.4,NID,249.936,73.7616,-120.292186179,38.2333796133,343159,10010190.0,437.5575,0.0,"[np.float64(289537.0), np.float64(289182.0), np.float64(289621.0), np.float64(37688.0)]",37942.0,[0],0,0,42,0,37942,-2,0
Electra Diversion,289004.0,CA00408,,0.0,0.0,0.0,0.0,California,Private,Hydroelectric,0.0,0.0,0.0,0.0,,,44405.28,NID,57.3024,13.716,-120.548972991,38.4205867026,17056846,10010221.0,962.3412,0.0,"[np.float64(289331.0), np.float64(288999.0)]",289934.0,[0],0,0,42,917,917,-2,0
Beaver Creek Diversion,289639.0,CA01259,,0.0,0.0,0.0,0.0,California,Public Utility,Hydroelectric,0.0,0.0,0.0,1989.0,,NID,55506.6,NID,57.3024,16.4592,-120.279204627,38.2337037195,343061,10010254.0,77.5926,0.0,,37942.0,"[0, 9]",0,1,42,0,37942,-2,0
Tiger Creek Afterbay,288999.0,CA00401,,0.0,0.0,0.0,0.0,California,Private,Hydroelectric,0.0,0.0,0.0,1931.0,,NID,3219382.8,NID,136.5504,36.576,-120.505050723,38.441301807,17058256,10010359.0,924.9759,0.0,"[np.float64(288998.0), np.float64(37083.0), np.float64(37070.0)]",289004.0,[0],0,0,42,917,917,-2,0
New Bullards Bar,31847.0,CA00863,158.0,1.0,0.0,0.0,1.0,California,Public Utility,Hydroelectric,0.0,0.0,0.0,1919.0,0.0,"RESSED, https://water.usgs.gov/osw/ressed/",38854620.0,"RESSED, https://water.usgs.gov/osw/ressed/",708.0504,196.596,-121.141328258,39.3925876371,8062451,10010378.0,1266.4332,1.0,"[np.float64(288785.0), np.float64(288912.0)]",37879.0,[0],0,0,42,37879,37879,-1,0
Putah Diversion Dam,126903.0,CA10180,,0.0,1.0,0.0,0.0,California,Federal,Water Supply,0.0,0.0,0.0,1957.0,,USBR,888107.0,USBR,277.368,8.8392,-122.005129818,38.4937698753,948020626,10010395.0,1570.4046,1.0,[np.float64(37916.0)],-1.0,[0],0,0,42,0,0,-1,0
Rossmoor Retarding Basin,289749.0,CA01443,,0.0,0.0,0.0,0.0,California,Local Government,Flood Risk Reduction,0.0,0.0,0.0,2002.0,,NID,215859.0,NID,28.956,4.2672,-118.092911951,33.7884681867,22525183,10010406.0,1689.7464,0.0,"[np.float64(126868.0), np.float64(289567.0), np.float64(126864.0), np.float64(288873.0), np.float64(289569.0), np.float64(31864.0), np.float64(1201.0), np.float64(288874.0), np.float64(36937.0), np.float64(31861.0)]",,[10],1,0,42,0,0,0,0
Cape Horn,288997.0,CA00399,,0.0,0.0,0.0,0.0,California,Private,Hydroelectric,0.0,0.0,0.0,1907.0,,NID,481057.2,NID,158.496,19.2024,-123.116353386,39.3859386055,8307564,10010506.0,904.3227,0.0,[np.float64(977.0)],-143.0,[0],0,0,42,0,0,-143,24
Terminus Dam,1211.0,CA10114,605.0,1.0,0.0,1.0,1.0,California,Federal,Flood Risk Reduction,0.0,0.0,0.0,1962.0,0.0,USACE,238395035.0,USACE,723.9,77.724,-119.003277257,36.4175989195,24774952,10010607.0,1451.6829,1.0,"[np.float64(289023.0), np.float64(289024.0), np.float64(289021.0)]",,[2],1,0,0,0,0,0,0
Upper Gorge,288814.0,CA00095,,0.0,0.0,0.0,0.0,California,Local Government,Other,0.0,0.0,0.0,1953.0,,NID,32070.48,NID,11.2776,13.4112,-118.589732887,37.5459962318,20275105,10010623.0,1015.3512,0.0,[np.float64(36886.0)],288817.0,[0],0,0,0,0,36880,0,0
Chili Bar,289008.0,CA00418,,0.0,0.0,0.0,0.0,California,Public Utility,Hydroelectric,0.0,0.0,0.0,1964.0,,NID,3873127.2,NID,114.3,38.4048,-120.81257439,38.7713496732,14983610,10010644.0,1547.1783,0.0,"[np.float64(288891.0), np.float64(288778.0), np.float64(289155.0), np.float64(289312.0)]",31836.0,[0],0,0,42,31836,31836,-1,0
Long Valley,36886.0,CA00090,566.0,0.0,0.0,0.0,1.0,California,Local Government,Water Supply,0.0,0.0,0.0,1941.0,,NID,226300408.2,NID,181.356,38.4048,-118.706417751,37.5878992984,20275211,10010772.0,970.3458,0.0,[np.float64(289919.0)],288814.0,[0],0,0,0,0,36880,0,0
Rubber Dam 3,289632.0,CA01251,,0.0,0.0,0.0,0.0,California,Local Government,Other,0.0,0.0,0.0,1990.0,,NID,189955.92,NID,114.3,5.1816,-121.971961463,37.5727336924,2808629,10010904.0,1649.412,0.0,"[np.float64(36912.0), np.float64(37836.0), np.float64(36858.0)]",,[10],1,0,42,0,0,0,0
Mammoth Pool,37105.0,CA00443,579.0,0.0,0.0,0.0,1.0,California,Private,Hydroelectric,0.0,0.0,0.0,1960.0,,NID,150700419.0,NID,249.936,125.2728,-119.316651245,37.3230439922,17115185,10010950.0,2600.1297,0.0,"[np.float64(289025.0), np.float64(289016.0), np.float64(289022.0), np.float64(37097.0)]",289020.0,[0],0,0,42,0,37103,-2,0
New Hogan Dam,1208.0,CA10109,193.0,1.0,0.0,1.0,1.0,California,Federal,Flood Risk Reduction,0.0,0.0,0.0,1963.0,0.0,USACE,401671026.0,USACE,597.408,64.008,-120.813208646,38.1504901082,17067086,10010952.0,936.2709,1.0,"[np.float64(289014.0), np.float64(288928.0), np.float64(289161.0), np.float64(289461.0), np.float64(289459.0), np.float64(289165.0), np.float64(289168.0), np.float64(289462.0)]",-2.0,[0],0,0,42,0,0,-2,0
Lake O'Neill Dam,289850.0,CA10131,,0.0,0.0,0.0,0.0,California,Federal,"Fire Protection, Stock, Or Small Fish Pond",0.0,0.0,0.0,1883.0,,NID,1720704.6,NID,457.2,5.1816,-117.325132564,33.3255058719,22548547,10011012.0,25.8651,1.0,,,"[10, 9]",1,1,42,0,0,0,0
Camp Far West Diversion,289517.0,CA01086,,0.0,0.0,0.0,0.0,California,Public Utility,Other,0.0,0.0,0.0,1977.0,,NID,524229.0,NID,74.3712,9.7536,-121.332217489,39.0419857307,15070284,10011210.0,733.9023,0.0,[np.float64(36959.0)],-1.0,[0],0,0,42,0,0,-1,0
Santa Fe Dam,31861.0,CA10024,,1.0,0.0,1.0,0.0,California,Federal,Flood Risk Reduction,0.0,0.0,0.0,1949.0,0.0,USACE,42769749.0,USACE,7254.24,28.0416,-117.968426081,34.1135262883,948070470,10011352.0,617.4819,1.0,[np.float64(927.0)],289749.0,[0],0,0,42,0,0,0,0
Silt / Tails,289812.0,CA01576,,0.0,0.0,0.0,0.0,California,Private,Water Supply,0.0,0.0,0.0,0.0,,,197356.8,NID,152.4,3.048,-117.190105699,34.1031146739,22555972,10011367.0,606.7296,0.0,[np.float64(37357.0)],1202.0,[0],0,0,42,1202,0,0,0
Ralston Afterbay,289339.0,CA00859,,0.0,0.0,0.0,0.0,California,Local Government,Irrigation,0.0,0.0,0.0,1966.0,,NID,3429074.4,NID,170.688,27.1272,-120.746006902,39.003463461,14993699,10011398.0,1106.7111,0.0,"[np.float64(289309.0), np.float64(37243.0), np.float64(289308.0), np.float64(289338.0), np.float64(37442.0)]",31836.0,[0],0,0,42,31836,31836,-1,0
Scott,977.0,CA00398,156.0,1.0,0.0,0.0,1.0,California,Private,Hydroelectric,0.0,0.0,0.0,1921.0,0.0,CA_Minear,116487919.0,CA_Minear,245.364,42.0624,-122.962375434,39.4074246394,8309952,10011499.0,751.0446,1.0,,288997.0,"[0, 9]",0,1,42,0,0,-143,24
Railroad Canyon,37362.0,CA00765,646.0,0.0,0.0,0.0,1.0,California,Public Utility,Water Supply,0.0,0.0,0.0,1928.0,,NID,14291099.28,NID,179.832,28.6512,-117.273060707,33.6755412884,22532982,10011564.0,1741.8366,0.0,"[np.float64(289622.0), np.float64(289275.0), np.float64(289274.0), np.float64(1085.0)]",289272.0,[0],0,0,42,1202,0,0,0
Camp Far West,36959.0,CA00227,175.0,0.0,0.0,0.0,1.0,California,Public Utility,Irrigation,0.0,0.0,0.0,1963.0,,NID,169332134.4,NID,1840.992,61.8744,-121.315973555,39.0498717041,15070264,10011707.0,730.0017,0.0,"[np.float64(289425.0), np.float64(288899.0)]",289517.0,[0],0,0,42,0,0,-1,0
Early Intake,288826.0,CA00120,,0.0,0.0,0.0,0.0,California,Local Government,Other,0.0,0.0,0.0,1925.0,,NID,141850.2,NID,79.8576,17.0688,-119.956858466,37.8753007093,17082145,10011816.0,1259.9523,0.0,[np.float64(36907.0)],31851.0,[0],0,0,42,31851,31851,-2,0
Monticello Dam,37916.0,CA10170,185.0,0.0,1.0,0.0,1.0,California,Federal,Irrigation,0.0,0.0,0.0,1957.0,,USBR,1976380812.0,USBR,311.8104,92.6592,-122.104538777,38.5134289944,15032995,10011931.0,1470.1032,1.0,"[np.float64(289600.0), np.float64(289759.0), np.float64(289636.0), np.float64(289499.0), np.float64(289442.0), np.float64(289127.0), np.float64(289125.0), np.float64(289643.0), np.float64(289133.0), np.float64(289933.0), np.float64(289131.0), np.float64(289658.0), np.float64(289118.0)]",126903.0,[0],0,0,42,0,0,-1,0
Sierra Vista,289231.0,CA00705,,0.0,0.0,0.0,0.0,California,Private,Other,0.0,0.0,0.0,1872.0,,NID,111013.2,NID,106.68,3.6576,-120.276310324,37.151800809,19777597,10012031.0,709.6131,0.0,[np.float64(37939.0)],-2.0,[0],0,0,42,0,0,-2,0
Pyramid,36862.0,CA00052,619.0,0.0,0.0,0.0,1.0,California,State,Water Supply,0.0,0.0,0.0,1974.0,,NID,210925080.0,NID,332.232,128.6256,-118.766722432,34.6436684439,17569485,10012047.0,753.6483,0.0,,31870.0,"[0, 9]",0,1,42,31870,31870,0,0
Slab Creek,289312.0,CA00823,,0.0,0.0,0.0,0.0,California,Public Utility,Hydroelectric,0.0,0.0,0.0,1967.0,,NID,19735680.0,NID,249.0216,76.2,-120.69864299,38.7731872065,14983630,10012059.0,1276.7967,0.0,"[np.float64(288983.0), np.float64(374502.0), np.float64(289313.0), np.float64(288984.0), np.float64(37067.0), np.float64(289307.0)]",289008.0,[0],0,0,42,31836,31836,-1,0
O`Shaughnessy,36907.0,CA00123,557.0,0.0,0.0,0.0,1.0,California,Local Government,Water Supply,0.0,0.0,0.0,1923.0,,NID,444052800.0,NID,274.32,95.0976,-119.787444498,37.9474347142,17082365,10012553.0,1179.3555,0.0,,288826.0,"[0, 9]",0,1,42,31851,31851,-2,0
Malone Diversion Dam,187063.0,OR00587,,0.0,1.0,0.0,0.0,Oregon,Federal,Irrigation,0.0,0.0,0.0,1923.0,,USBR,740089.0,USBR,156.972,9.7536,-121.223799905,42.0063415334,2553701,10012613.0,2198.4579,1.0,"[np.float64(349520.0), np.float64(1213.0)]",274758.0,[0],0,0,42,274759,37025,-31,0
Belden Forebay,289006.0,CA00413,,0.0,0.0,0.0,0.0,California,Private,Hydroelectric,0.0,0.0,0.0,1958.0,,NID,3059030.4,NID,171.6024,46.3296,-121.160804589,40.0764336711,2773756,10012736.0,1578.8457,0.0,"[np.float64(37028.0), np.float64(37029.0)]",288944.0,[0],0,0,42,0,84534,-1,0
Gibraltar,913.0,CA00138,,1.0,0.0,0.0,0.0,California,Local Government,Other,0.0,0.0,0.0,1919.0,0.0,"RESSED, https://water.usgs.gov/osw/ressed/",18867310.0,"RESSED, https://water.usgs.gov/osw/ressed/",182.88,51.5112,-119.686780996,34.5261462359,17610919,10012793.0,559.8981,1.0,[np.float64(925.0)],31837.0,[0],0,0,42,31837,31837,0,0
Clear Lake,289378.0,CA00911,,0.0,0.0,0.0,0.0,California,Local Government,Irrigation,0.0,0.0,0.0,1914.0,,NID,466255440.0,NID,60.96,13.1064,-122.566544787,38.9229518729,8009557,10012845.0,1317.8259,0.0,"[np.float64(289618.0), np.float64(289379.0), np.float64(289121.0), np.float64(289122.0), np.float64(289316.0), np.float64(289317.0)]",289693.0,[0],0,0,42,0,0,-1,0
Nacimiento,37401.0,CA00812,231.0,0.0,0.0,0.0,1.0,California,Local Government,Hydroelectric,0.0,0.0,0.0,1956.0,,NID,579735600.0,NID,496.824,77.724,-120.885702789,35.7608077187,8212941,10012967.0,842.0823,0.0,"[np.float64(289848.0), np.float64(289844.0), np.float64(289843.0), np.float64(289842.0), np.float64(289249.0)]",289790.0,[0],0,0,42,0,0,0,0
Sweetwater Main,37372.0,CA00775,668.0,0.0,0.0,0.0,1.0,California,Public Utility,Water Supply,0.0,0.0,0.0,1888.0,,NID,34153827.72,NID,213.36,34.1376,-117.00844404,32.6919894496,20331942,10013045.0,501.0021,0.0,[np.float64(37373.0)],,[10],1,0,42,0,0,0,0
Headworks Reservoir West,289826.0,CA01598,,0.0,0.0,0.0,0.0,California,Local Government,Water Supply,0.0,0.0,0.0,2022.0,,NID,279999.96,NID,726.6432,9.7536,-118.316049977,34.1548561502,22514954,10013185.0,1099.7964,0.0,"[np.float64(289575.0), np.float64(126867.0), np.float64(37872.0), np.float64(31858.0)]",,"[5, 10]",1,0,42,0,0,0,0
Coyote Percolation,288919.0,CA00286,,0.0,0.0,0.0,0.0,California,Public Utility,Water Supply,0.0,0.0,0.0,1934.0,,NID,319471.32,NID,62.1792,7.3152,-121.760586521,37.2349988089,17695773,10013214.0,584.1567,0.0,[np.float64(31866.0)],,[10],1,0,42,0,0,0,0
Lewiston Dam,126897.0,CA10165,,0.0,1.0,0.0,0.0,California,Federal,Water Supply,0.0,0.0,0.0,1963.0,,USBR,18082844.0,USBR,227.076,27.7368,-122.792652,40.7271352599,8246596,10013257.0,1860.8958,1.0,[np.float64(37925.0)],-31.0,[0],0,0,42,0,0,-31,0
Del Valle,36858.0,CA00043,213.0,0.0,0.0,1.0,1.0,California,State,Flood Risk Reduction,0.0,0.0,0.0,1968.0,,USACE,95101449.67,USACE,268.224,67.6656,-121.747011236,37.6146145122,2808695,10013446.0,378.0432,1.0,,289632.0,"[0, 9]",0,1,42,0,0,0,0
Donnells,36986.0,CA00264,545.0,0.0,0.0,0.0,1.0,California,Public Utility,Hydroelectric,0.0,0.0,0.0,1958.0,,NID,80176200.0,NID,228.6,96.6216,-119.960971457,38.3304349668,347613,10013457.0,588.8259,0.0,[np.float64(37076.0)],36985.0,[0],0,0,42,0,36985,-2,0
Farmington Dam,1206.0,CA10104,203.0,1.0,0.0,1.0,1.0,California,Federal,Flood Risk Reduction,0.0,0.0,0.0,1951.0,0.0,USACE,64634448.0,USACE,2377.44,17.6784,-120.961736143,37.9134731274,2822872,10013603.0,567.3357,1.0,"[np.float64(289700.0), np.float64(289192.0), np.float64(36995.0), np.float64(289167.0), np.float64(1041.0)]",-2.0,[0],0,0,42,0,0,-2,0
Salt Springs,37070.0,CA00382,186.0,0.0,0.0,0.0,1.0,California,Private,Hydroelectric,0.0,0.0,0.0,1931.0,,NID,175154160.0,NID,592.836,99.9744,-120.215540192,38.4983985973,17055544,10013693.0,443.4777,0.0,"[np.float64(288988.0), np.float64(288986.0), np.float64(288985.0)]",288999.0,[0],0,0,42,917,917,-2,0
East Park Dam,1214.0,CA10145,161.0,1.0,1.0,0.0,1.0,California,Federal,Irrigation,0.0,0.0,0.0,1910.0,0.0,USBR,59237966.0,USBR,81.0768,42.3672,-122.516378176,39.3619045417,7994751,10013750.0,255.7575,1.0,,1217.0,"[0, 9]",0,1,42,1217,1217,-1,0
Morris,927.0,CA00216,635.0,1.0,0.0,0.0,1.0,California,Local Government,Other,0.0,0.0,0.0,1934.0,0.0,"RESSED, https://water.usgs.gov/osw/ressed/",48495500.0,"RESSED, https://water.usgs.gov/osw/ressed/",228.6,74.676,-117.881429002,34.1758428295,22524823,10013808.0,547.5438,1.0,[np.float64(923.0)],31861.0,[0],0,0,42,31861,0,0,0
Hansen Dam,31858.0,CA10019,,1.0,0.0,1.0,0.0,California,Federal,Flood Risk Reduction,0.0,0.0,0.0,1940.0,0.0,USACE,44158650.0,USACE,3192.78,29.5656,-118.385557294,34.2603032414,22515896,10013971.0,395.5491,1.0,"[np.float64(126863.0), np.float64(288868.0)]",289826.0,[0],0,0,42,0,0,0,0
Richard L. Schafer Dam,37884.0,CA10113,609.0,1.0,0.0,1.0,1.0,California,Federal,Flood Risk Reduction,0.0,0.0,0.0,1961.0,0.0,USACE,106065561.0,USACE,1037.5392,44.196,-118.922839993,36.0617772774,14931007,10014035.0,1004.3964,1.0,[np.float64(289238.0)],,[2],1,0,0,0,0,0,0
Villa Park,289318.0,CA00829,,0.0,0.0,0.0,0.0,California,Local Government,Flood Risk Reduction,0.0,0.0,0.0,1963.0,,NID,19242288.0,NID,449.58,35.9664,-117.76489051,33.8149803365,22563390,10014502.0,215.8866,0.0,[np.float64(941.0)],,[10],1,0,42,0,0,0,0
Mojave River Dam,126865.0,CA10021,,0.0,0.0,1.0,0.0,California,Federal,Flood Risk Reduction,0.0,0.0,0.0,1971.0,,USACE,110605082.9,USACE,670.56,60.96,-117.237694291,34.3428859034,22660039,10014688.0,544.1346,1.0,"[np.float64(289545.0), np.float64(289269.0), np.float64(289270.0), np.float64(37359.0), np.float64(288787.0)]",,[2],1,0,0,0,0,0,0
Balch Afterbay,288949.0,CA00336,,0.0,0.0,0.0,0.0,California,Private,Hydroelectric,0.0,0.0,0.0,1928.0,,NID,400881.0,NID,72.39,50.292,-119.092515743,36.9092267511,22057159,10014710.0,641.8737,0.0,[np.float64(288948.0)],1209.0,[0],0,0,0,1209,1209,0,0
